School Year,School Code,Organization,Assessment Name,ContentArea,Grade,PctProficient,ScaleScoreAvg,FallEnrollment,"Students Per Teacher, Regular","Students Per Teacher, Special","Students Per Specialist, Instructional",Students Per Assistant Superintendent,Students Per Administrative Assistant,"Students Per Supervisor, Pupil Support",Students Per Crafts & Trades,Students Per Technical,"Students Per Supervisor, General Support",Students Per Custodial,Students Per Managerial,Students Per Director,"Students Per Supervisor, Instructional",Students Per Secretarial,Students Per Superintendent,Students Per Cafeteria Worker,"Students Per Specialist, General Support",Students Per Home Visitor,Students Per Other Pupil Support,Students Per Psychologist,Students Per Speech and Hearing Therapist,Students Per Other Instructional Support,"Students Per Specialist, Pupil Support",Students Per Teaching & Clerical Aide,Students Per Nurse,Students Per Social Worker,Students Per Principal,Students Per Guidance Counselor,Students Per Assistant Principal,Students Per Librarian,Students Per Service Aide,Students Per Bus Driver & Laborer,Students Per Other General Support,Students Per Psychometrist
2017,573,Campus Community School,Smarter Balanced Summative Assessment,ELA,All Students,60.88,,413.0,21.736842105263158,137.66666666666666,,,,,206.5,,,,,206.5,,137.66666666666666,,413.0,,,,,,,,82.6,413.0,,413.0,,,,137.66666666666666,,413.0,
2017,573,Campus Community School,Smarter Balanced Summative Assessment,MATH,3rd Grade,56.82,2447.59,413.0,21.736842105263158,137.66666666666666,,,,,206.5,,,,,206.5,,137.66666666666666,,413.0,,,,,,,,82.6,413.0,,413.0,,,,137.66666666666666,,413.0,
2017,573,Campus Community School,Smarter Balanced Summative Assessment,MATH,4th Grade,34.69,2462.12,413.0,21.736842105263158,137.66666666666666,,,,,206.5,,,,,206.5,,137.66666666666666,,413.0,,,,,,,,82.6,413.0,,413.0,,,,137.66666666666666,,413.0,
2017,573,Campus Community School,Smarter Balanced Summative Assessment,MATH,5th Grade,16.98,2485.7,413.0,21.736842105263158,137.66666666666666,,,,,206.5,,,,,206.5,,137.66666666666666,,413.0,,,,,,,,82.6,413.0,,413.0,,,,137.66666666666666,,413.0,
2017,573,Campus Community School,Smarter Balanced Summative Assessment,MATH,6th Grade,40.0,2532.32,413.0,21.736842105263158,137.66666666666666,,,,,206.5,,,,,206.5,,137.66666666666666,,413.0,,,,,,,,82.6,413.0,,413.0,,,,137.66666666666666,,413.0,
2017,573,Campus Community School,Smarter Balanced Summative Assessment,MATH,7th Grade,43.75,2561.75,413.0,21.736842105263158,137.66666666666666,,,,,206.5,,,,,206.5,,137.66666666666666,,413.0,,,,,,,,82.6,413.0,,413.0,,,,137.66666666666666,,413.0,
2017,573,Campus Community School,Smarter Balanced Summative Assessment,MATH,8th Grade,40.82,2576.49,413.0,21.736842105263158,137.66666666666666,,,,,206.5,,,,,206.5,,137.66666666666666,,413.0,,,,,,,,82.6,413.0,,413.0,,,,137.66666666666666,,413.0,
2017,573,Campus Community School,Smarter Balanced Summative Assessment,Math,All Students,38.23,,413.0,21.736842105263158,137.66666666666666,,,,,206.5,,,,,206.5,,137.66666666666666,,413.0,,,,,,,,82.6,413.0,,413.0,,,,137.66666666666666,,413.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,ELA,3rd Grade,26.37,2375.03,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,ELA,4th Grade,34.12,2420.54,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,ELA,5th Grade,20.25,2443.71,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,ELA,6th Grade,23.29,2475.82,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,ELA,7th Grade,54.69,2550.7,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,ELA,8th Grade,56.6,2581.58,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,ELA,All Students,33.93,,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,MATH,3rd Grade,25.27,2393.21,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,MATH,4th Grade,22.35,2435.2,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,MATH,5th Grade,10.13,2433.23,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,MATH,6th Grade,12.33,2473.07,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,MATH,7th Grade,32.81,2532.72,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,MATH,8th Grade,36.54,2561.88,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,575,Edison (Thomas A.) Charter School,Smarter Balanced Summative Assessment,Math,All Students,22.3,,739.0,18.024390243902438,147.8,,,,,,739.0,739.0,,739.0,739.0,739.0,369.5,,147.8,,,,,,,184.75,43.470588235294116,739.0,,739.0,739.0,739.0,739.0,369.5,,739.0,
2017,576,Sussex Academy,SAT School-Day (Spring),ELA,11th Grade,89.83,585.59,692.0,20.352941176470587,692.0,,,,,,,692.0,87.59493670886076,,,,346.0,,,,,,,,,,230.66666666666666,692.0,,692.0,692.0,692.0,692.0,230.66666666666666,,,
2017,576,Sussex Academy,SAT School-Day (Spring),ELA,All Students,89.83,585.59,692.0,20.352941176470587,692.0,,,,,,,692.0,87.59493670886076,,,,346.0,,,,,,,,,,230.66666666666666,692.0,,692.0,692.0,692.0,692.0,230.66666666666666,,,
2017,576,Sussex Academy,SAT School-Day (Spring),ESSAY,11th Grade,86.44,16.53,692.0,20.352941176470587,692.0,,,,,,,692.0,87.59493670886076,,,,346.0,,,,,,,,,,230.66666666666666,692.0,,692.0,692.0,692.0,692.0,230.66666666666666,,,
2017,576,Sussex Academy,SAT School-Day (Spring),ESSAY,All Students,86.44,16.53,692.0,20.352941176470587,692.0,,,,,,,692.0,87.59493670886076,,,,346.0,,,,,,,,,,230.66666666666666,692.0,,692.0,692.0,692.0,692.0,230.66666666666666,,,
2017,576,Sussex Academy,SAT School-Day (Spring),MATH,11th Grade,64.41,563.22,692.0,20.352941176470587,692.0,,,,,,,692.0,87.59493670886076,,,,346.0,,,,,,,,,,230.66666666666666,692.0,,692.0,692.0,692.0,692.0,230.66666666666666,,,
2017,576,Sussex Academy,SAT School-Day (Spring),Math,All Students,64.41,563.22,692.0,20.352941176470587,692.0,,,,,,,692.0,87.59493670886076,,,,346.0,,,,,,,,,,230.66666666666666,692.0,,692.0,692.0,692.0,692.0,230.66666666666666,,,
2017,576,Sussex Academy,Smarter Balanced Summative Assessment,ELA,All Students,96.82,,692.0,20.352941176470587,692.0,,,,,,,692.0,87.59493670886076,,,,346.0,,,,,,,,,,230.66666666666666,692.0,,692.0,692.0,692.0,692.0,230.66666666666666,,,
2017,576,Sussex Academy,Smarter Balanced Summative Assessment,MATH,6th Grade,95.08,2638.27,692.0,20.352941176470587,692.0,,,,,,,692.0,87.59493670886076,,,,346.0,,,,,,,,,,230.66666666666666,692.0,,692.0,692.0,692.0,692.0,230.66666666666666,,,
2017,576,Sussex Academy,Smarter Balanced Summative Assessment,MATH,7th Grade,87.12,2641.47,692.0,20.352941176470587,692.0,,,,,,,692.0,87.59493670886076,,,,346.0,,,,,,,,,,230.66666666666666,692.0,,692.0,692.0,692.0,692.0,230.66666666666666,,,
2017,576,Sussex Academy,Smarter Balanced Summative Assessment,MATH,8th Grade,91.06,2713.05,692.0,20.352941176470587,692.0,,,,,,,692.0,87.59493670886076,,,,346.0,,,,,,,,,,230.66666666666666,692.0,,692.0,692.0,692.0,692.0,230.66666666666666,,,
2017,576,Sussex Academy,Smarter Balanced Summative Assessment,Math,All Students,90.98,,692.0,20.352941176470587,692.0,,,,,,,692.0,87.59493670886076,,,,346.0,,,,,,,,,,230.66666666666666,692.0,,692.0,692.0,692.0,692.0,230.66666666666666,,,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,ELA,3rd Grade,33.77,2397.92,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,ELA,4th Grade,47.87,2456.82,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,ELA,5th Grade,51.43,2502.81,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,ELA,6th Grade,34.67,2501.88,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,ELA,7th Grade,25.4,2498.76,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,ELA,8th Grade,41.67,2549.4,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,ELA,All Students,39.69,,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,MATH,3rd Grade,41.56,2432.13,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,MATH,4th Grade,46.81,2482.53,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,MATH,5th Grade,21.43,2474.09,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,MATH,6th Grade,20.55,2482.05,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,MATH,7th Grade,31.75,2512.41,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,MATH,8th Grade,36.62,2545.0,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,579,Charter School of New Castle,Smarter Balanced Summative Assessment,Math,All Students,33.93,,759.0,17.651162790697676,253.0,,,,759.0,,,759.0,253.0,,759.0,,379.5,,,,,379.5,,,,189.75,189.75,379.5,,379.5,,379.5,,,,759.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,ELA,3rd Grade,20.0,2361.96,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,ELA,4th Grade,24.74,2413.29,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,ELA,5th Grade,38.24,2487.04,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,ELA,6th Grade,33.82,2493.26,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,ELA,7th Grade,40.63,2523.31,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,ELA,8th Grade,47.92,2542.33,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,ELA,All Students,32.05,,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,MATH,3rd Grade,18.95,2380.32,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,MATH,4th Grade,22.68,2430.61,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,MATH,5th Grade,45.59,2516.16,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,MATH,6th Grade,25.0,2507.88,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,MATH,7th Grade,28.13,2517.59,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,MATH,8th Grade,18.75,2516.83,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,581,Kuumba Academy Charter School,Smarter Balanced Summative Assessment,Math,All Students,26.14,,744.0,17.714285714285715,372.0,,,,,,,744.0,744.0,,744.0,744.0,248.0,,,,,744.0,,,,248.0,46.5,248.0,,744.0,,744.0,744.0,744.0,,744.0,
2017,584,Academy Of Dover Charter School,Smarter Balanced Summative Assessment,ELA,3rd Grade,37.14,2425.34,247.0,14.529411764705882,247.0,,,,,,,,247.0,247.0,,,123.5,247.0,247.0,,,,,,,,41.166666666666664,247.0,,,,,,,,,
2017,584,Academy Of Dover Charter School,Smarter Balanced Summative Assessment,ELA,4th Grade,55.56,2478.31,247.0,14.529411764705882,247.0,,,,,,,,247.0,247.0,,,123.5,247.0,247.0,,,,,,,,41.166666666666664,247.0,,,,,,,,,
2017,584,Academy Of Dover Charter School,Smarter Balanced Summative Assessment,ELA,5th Grade,73.33,2541.43,247.0,14.529411764705882,247.0,,,,,,,,247.0,247.0,,,123.5,247.0,247.0,,,,,,,,41.166666666666664,247.0,,,,,,,,,
2017,584,Academy Of Dover Charter School,Smarter Balanced Summative Assessment,ELA,All Students,54.55,,247.0,14.529411764705882,247.0,,,,,,,,247.0,247.0,,,123.5,247.0,247.0,,,,,,,,41.166666666666664,247.0,,,,,,,,,
2017,584,Academy Of Dover Charter School,Smarter Balanced Summative Assessment,MATH,3rd Grade,43.24,2434.05,247.0,14.529411764705882,247.0,,,,,,,,247.0,247.0,,,123.5,247.0,247.0,,,,,,,,41.166666666666664,247.0,,,,,,,,,
2017,584,Academy Of Dover Charter School,Smarter Balanced Summative Assessment,MATH,4th Grade,56.82,2480.59,247.0,14.529411764705882,247.0,,,,,,,,247.0,247.0,,,123.5,247.0,247.0,,,,,,,,41.166666666666664,247.0,,,,,,,,,
2017,584,Academy Of Dover Charter School,Smarter Balanced Summative Assessment,MATH,5th Grade,50.0,2536.5,247.0,14.529411764705882,247.0,,,,,,,,247.0,247.0,,,123.5,247.0,247.0,,,,,,,,41.166666666666664,247.0,,,,,,,,,
2017,584,Academy Of Dover Charter School,Smarter Balanced Summative Assessment,Math,All Students,50.45,,247.0,14.529411764705882,247.0,,,,,,,,247.0,247.0,,,123.5,247.0,247.0,,,,,,,,41.166666666666664,247.0,,,,,,,,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,ELA,3rd Grade,78.48,2486.29,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,ELA,4th Grade,73.29,2521.08,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,ELA,5th Grade,80.65,2567.29,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,ELA,6th Grade,68.79,2566.81,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,ELA,7th Grade,83.62,2620.39,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,ELA,8th Grade,65.52,2595.84,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,ELA,All Students,75.09,,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,3rd Grade,79.11,2497.71,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,4th Grade,77.64,2534.39,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,5th Grade,62.58,2557.78,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,6th Grade,60.26,2572.4,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,7th Grade,70.69,2613.85,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,8th Grade,44.35,2567.2,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,585,Odyssey Charter School,Smarter Balanced Summative Assessment,Math,All Students,66.67,,1440.0,14.845360824742269,144.0,,,,1440.0,,1440.0,720.0,480.0,,480.0,1440.0,205.71428571428572,,75.78947368421052,,,,,,,,130.9090909090909,720.0,,,720.0,1440.0,,205.71428571428572,288.0,,
2017,586,Providence Creek Academy Charter School,Smarter Balanced Summative Assessment,ELA,3rd Grade,61.04,2437.43,700.0,17.94871794871795,233.33333333333334,,,350.0,,,,,118.64406779661016,350.0,700.0,,175.0,,116.66666666666667,,,,,,700.0,,233.33333333333334,350.0,,700.0,,,700.0,43.75,17.5,,
2017,586,Providence Creek Academy Charter School,Smarter Balanced Summative Assessment,ELA,4th Grade,62.34,2492.32,700.0,17.94871794871795,233.33333333333334,,,350.0,,,,,118.64406779661016,350.0,700.0,,175.0,,116.66666666666667,,,,,,700.0,,233.33333333333334,350.0,,700.0,,,700.0,43.75,17.5,,
2017,586,Providence Creek Academy Charter School,Smarter Balanced Summative Assessment,ELA,5th Grade,80.0,2542.0,700.0,17.94871794871795,233.33333333333334,,,350.0,,,,,118.64406779661016,350.0,700.0,,175.0,,116.66666666666667,,,,,,700.0,,233.33333333333334,350.0,,700.0,,,700.0,43.75,17.5,,
2017,586,Providence Creek Academy Charter School,Smarter Balanced Summative Assessment,ELA,6th Grade,54.79,2545.9,700.0,17.94871794871795,233.33333333333334,,,350.0,,,,,118.64406779661016,350.0,700.0,,175.0,,116.66666666666667,,,,,,700.0,,233.33333333333334,350.0,,700.0,,,700.0,43.75,17.5,,
2017,586,Providence Creek Academy Charter School,Smarter Balanced Summative Assessment,ELA,7th Grade,64.79,2574.58,700.0,17.94871794871795,233.33333333333334,,,350.0,,,,,118.64406779661016,350.0,700.0,,175.0,,116.66666666666667,,,,,,700.0,,233.33333333333334,350.0,,700.0,,,700.0,43.75,17.5,,
2017,586,Providence Creek Academy Charter School,Smarter Balanced Summative Assessment,ELA,8th Grade,59.42,2587.9,700.0,17.94871794871795,233.33333333333334,,,350.0,,,,,118.64406779661016,350.0,700.0,,175.0,,116.66666666666667,,,,,,700.0,,233.33333333333334,350.0,,700.0,,,700.0,43.75,17.5,,
2017,586,Providence Creek Academy Charter School,Smarter Balanced Summative Assessment,ELA,All Students,63.8,,700.0,17.94871794871795,233.33333333333334,,,350.0,,,,,118.64406779661016,350.0,700.0,,175.0,,116.66666666666667,,,,,,700.0,,233.33333333333334,350.0,,700.0,,,700.0,43.75,17.5,,
2017,586,Providence Creek Academy Charter School,Smarter Balanced Summative Assessment,MATH,3rd Grade,58.44,2448.47,700.0,17.94871794871795,233.33333333333334,,,350.0,,,,,118.64406779661016,350.0,700.0,,175.0,,116.66666666666667,,,,,,700.0,,233.33333333333334,350.0,,700.0,,,700.0,43.75,17.5,,
2017,586,Providence Creek Academy Charter School,Smarter Balanced Summative Assessment,MATH,4th Grade,44.16,2480.92,700.0,17.94871794871795,233.33333333333334,,,350.0,,,,,118.64406779661016,350.0,700.0,,175.0,,116.66666666666667,,,,,,700.0,,233.33333333333334,350.0,,700.0,,,700.0,43.75,17.5,,
2017,586,Providence Creek Academy Charter School,Smarter Balanced Summative Assessment,MATH,5th Grade,56.0,2534.91,700.0,17.94871794871795,233.33333333333334,,,350.0,,,,,118.64406779661016,350.0,700.0,,175.0,,116.66666666666667,,,,,,700.0,,233.33333333333334,350.0,,700.0,,,700.0,43.75,17.5,,
2017,586,Providence Creek Academy Charter School,Smarter Balanced Summative Assessment,MATH,6th Grade,45.21,2530.85,700.0,17.94871794871795,233.33333333333334,,,350.0,,,,,118.64406779661016,350.0,700.0,,175.0,,116.66666666666667,,,,,,700.0,,233.33333333333334,350.0,,700.0,,,700.0,43.75,17.5,,
