School Year,School Code,Organization,Assessment Name,ContentArea,Grade,PctProficient,FallEnrollment,"Students Per Teacher, Regular","Students Per Teacher, Special","Students Per Supervisor, Instructional",Students Per Other Pupil Support,Students Per Librarian,"Students Per Supervisor, General Support",Students Per Cafeteria Worker,Students Per Service Aide,Students Per Crafts & Trades,"Students Per Specialist, Pupil Support",Students Per Guidance Counselor,Students Per Other General Support,Students Per Other Instructional Support,Students Per Administrative Assistant,"Students Per Specialist, General Support",Students Per Nurse,Students Per Technical,Students Per Home Visitor,Students Per Assistant Principal,Students Per Director,Students Per Secretarial,"Students Per Supervisor, Pupil Support",Students Per Social Worker,Students Per Custodial,Students Per Assistant Superintendent,Students Per Speech and Hearing Therapist,Students Per Bus Driver & Laborer,Students Per Psychologist,Students Per Managerial,Students Per Principal,Students Per Superintendent,Students Per Teaching & Clerical Aide,"Students Per Specialist, Instructional",Students Per Psychometrist
2022,0,State of Delaware,Smarter Balanced Summative Assessment,ELA,All Students,41.69,140263.0,18.743719264485783,53.95353309997308,2299.3934426229507,1137.5750202757501,1301.1410018552876,1335.8380952380953,413.7551622418879,1835.9031413612563,874.4576059850374,659.1306390977443,338.7177010383965,1544.7466960352424,522.005954596204,4396.959247648903,670.4732313575527,461.23972377507397,1234.7095070422536,5194.925925925926,448.4111253196931,1178.6806722689075,165.26805702839636,10018.785714285714,3003.4903640256957,101.50745404544797,8766.4375,684.8779296875,304.9195652173913,638.4296768320437,882.1572327044025,623.3911111111111,6375.590909090909,48.72103928583834,476.11337406653087,
2022,0,State of Delaware,Smarter Balanced Summative Assessment,MATH,All Students,30.21,140263.0,18.743719264485783,53.95353309997308,2299.3934426229507,1137.5750202757501,1301.1410018552876,1335.8380952380953,413.7551622418879,1835.9031413612563,874.4576059850374,659.1306390977443,338.7177010383965,1544.7466960352424,522.005954596204,4396.959247648903,670.4732313575527,461.23972377507397,1234.7095070422536,5194.925925925926,448.4111253196931,1178.6806722689075,165.26805702839636,10018.785714285714,3003.4903640256957,101.50745404544797,8766.4375,684.8779296875,304.9195652173913,638.4296768320437,882.1572327044025,623.3911111111111,6375.590909090909,48.72103928583834,476.11337406653087,
