PctProficient,ScaleScoreAvg,FallEnrollment,"Students Per Teacher, Regular","Students Per Teacher, Special","Students Per Specialist, Instructional",Students Per Assistant Superintendent,Students Per Administrative Assistant,"Students Per Supervisor, Pupil Support",Students Per Crafts & Trades,Students Per Technical,"Students Per Supervisor, General Support",Students Per Custodial,Students Per Managerial,Students Per Director,"Students Per Supervisor, Instructional",Students Per Secretarial,Students Per Superintendent,Students Per Cafeteria Worker,"Students Per Specialist, General Support",Students Per Home Visitor,Students Per Other Pupil Support,Students Per Psychologist,Students Per Speech and Hearing Therapist,Students Per Other Instructional Support,"Students Per Specialist, Pupil Support",Students Per Teaching & Clerical Aide,Students Per Nurse,Students Per Social Worker,Students Per Principal,Students Per Guidance Counselor,Students Per Assistant Principal,Students Per Librarian,Students Per Service Aide,Students Per Bus Driver & Laborer,Students Per Other General Support,Students Per Psychometrist
36.24,,1024.0,22.26086956521739,78.76923076923077,,,,,,,,113.77777777777776,1024.0,,,341.3333333333333,,113.77777777777776,,,,,,,1024.0,170.66666666666666,512.0,,1024.0,512.0,512.0,,,,,
19.43,,1043.0,19.67924528301887,86.91666666666667,,,,,,,,130.375,1043.0,,,347.6666666666667,,149.0,1043.0,,,1043.0,,,521.5,208.6,1043.0,,1043.0,347.6666666666667,521.5,1043.0,,,,
45.0,,457.0,18.28,65.28571428571429,457.0,,,,,,,114.25,,,,228.5,,91.4,,,,,,,,91.4,457.0,,457.0,,457.0,,457.0,,,
20.67,,461.0,17.73076923076923,92.2,,,,,,,,115.25,,,,461.0,,92.2,,,,,,,,65.85714285714286,461.0,,461.0,461.0,461.0,,461.0,461.0,,
34.93,,575.0,22.115384615384617,115.0,,,,,,,,143.75,575.0,,,287.5,,143.75,,,,,,,,71.875,575.0,,575.0,575.0,575.0,,575.0,,,
35.12,,437.0,20.80952380952381,54.625,,,,,,,,109.25,437.0,,,437.0,,87.4,,,,,437.0,,,29.133333333333333,437.0,,437.0,437.0,437.0,,,,,
21.31,,860.0,22.05128205128205,37.391304347826086,,,,,,860.0,,122.85714285714286,860.0,,,286.6666666666667,,122.85714285714286,860.0,,,,,,,95.55555555555556,860.0,,860.0,430.0,430.0,860.0,860.0,286.6666666666667,,
4.31,,719.0,16.72093023255814,42.294117647058826,719.0,,,,,,,51.35714285714285,719.0,,,143.8,,79.88888888888889,719.0,,,,,359.5,719.0,89.875,719.0,,719.0,359.5,359.5,719.0,,119.83333333333331,,
61.88,,475.0,19.0,118.75,,,,,,,,95.0,475.0,,,237.5,,95.0,,,,,,,,79.16666666666667,475.0,,475.0,475.0,475.0,,,,,
63.67,,588.0,20.27586206896552,117.6,,,,,,,,117.6,588.0,,,294.0,,98.0,,,,,,,,84.0,588.0,,588.0,294.0,588.0,588.0,,,,
53.57,,521.0,17.96551724137931,260.5,,,,,,,,104.2,521.0,,,260.5,,130.25,,,,,,,,34.733333333333334,521.0,,521.0,521.0,521.0,521.0,,,,
39.1,,500.0,17.24137931034483,100.0,,,,,,,,83.33333333333333,500.0,,,250.0,,83.33333333333333,,,,,,500.0,500.0,41.66666666666666,500.0,,500.0,500.0,500.0,,,,,
33.49,,883.0,22.64102564102564,58.86666666666667,,,,,,,,126.14285714285714,883.0,,,294.3333333333333,,98.11111111111111,,,,,,883.0,,126.14285714285714,883.0,,883.0,441.5,441.5,883.0,,,,
36.78,,403.0,23.705882352941178,50.375,,,,,,,,67.16666666666667,403.0,,,201.5,,100.75,,,,,,403.0,,201.5,403.0,,403.0,403.0,403.0,403.0,403.0,,,
14.19,,1434.0,18.384615384615383,95.6,1434.0,,,,,,,119.5,717.0,,,239.0,,102.42857142857144,,,,,,358.5,,239.0,717.0,,1434.0,358.5,358.5,1434.0,,,,
54.87,,475.0,23.75,59.375,,,,,,,,79.16666666666667,475.0,,,475.0,,158.33333333333334,,,,,,,,237.5,475.0,,475.0,475.0,,,475.0,,,
41.74,,503.0,18.62962962962963,71.85714285714286,,,,,,,,100.6,503.0,,,251.5,,83.83333333333333,,,503.0,503.0,503.0,,,55.888888888888886,503.0,,503.0,503.0,503.0,503.0,251.5,,,
44.74,,544.0,18.133333333333333,90.66666666666669,544.0,,,,,,,136.0,,,,272.0,,90.66666666666669,,,,544.0,544.0,544.0,,68.0,544.0,,544.0,544.0,544.0,544.0,,,,
44.06,,320.0,18.823529411764707,80.0,,,,,,,,80.0,,,,160.0,,64.0,320.0,,,,320.0,320.0,,160.0,320.0,,320.0,,,320.0,320.0,,,
39.87,,825.0,21.153846153846157,68.75,825.0,,,,,,,137.5,825.0,,,412.5,,117.85714285714286,,,,825.0,,825.0,,165.0,825.0,,825.0,412.5,825.0,825.0,,825.0,,
37.32,,770.0,23.33333333333333,55.0,,,,,,,,110.0,770.0,,,385.0,,128.33333333333334,,,,,770.0,770.0,,110.0,770.0,770.0,770.0,385.0,770.0,770.0,,,,
33.45,,1361.0,20.014705882352946,136.1,1361.0,,,,,,,123.72727272727272,1361.0,,,340.25,,123.72727272727272,1361.0,,,1361.0,,340.25,,151.22222222222223,680.5,1361.0,1361.0,680.5,453.6666666666667,1361.0,,680.5,,
78.73,,640.0,19.393939393939394,106.66666666666669,,,,,,,,128.0,640.0,,,320.0,,80.0,,,,,,,,213.33333333333331,640.0,,640.0,640.0,640.0,640.0,640.0,,,
56.76,,490.0,17.5,81.66666666666667,,,,,,,,98.0,490.0,,,245.0,,70.0,,,,,490.0,490.0,,122.5,490.0,,490.0,490.0,490.0,490.0,490.0,,,
58.48,,905.0,22.07317073170732,69.61538461538461,,,,,,,,150.83333333333334,905.0,,,452.5,,113.125,,,,,905.0,905.0,,82.27272727272727,905.0,,905.0,452.5,905.0,905.0,,905.0,,
38.08,,1552.0,20.69333333333333,141.0909090909091,,,,,1552.0,,,110.85714285714286,776.0,,,388.0,,141.0909090909091,,,,1552.0,,517.3333333333334,1552.0,221.7142857142857,776.0,1552.0,1552.0,388.0,517.3333333333334,1552.0,,,,
53.65,,569.0,19.620689655172413,94.83333333333331,,,,,,,,94.83333333333331,569.0,,,284.5,,81.28571428571429,,,,,569.0,569.0,,94.83333333333331,569.0,569.0,569.0,569.0,569.0,569.0,569.0,,,
56.84,,562.0,20.071428571428573,93.66666666666669,562.0,,,,,,,140.5,,,,281.0,,187.33333333333331,,,,,562.0,112.4,,140.5,562.0,,562.0,562.0,562.0,562.0,,,,
41.74,,501.0,17.275862068965516,125.25,,,,,,,,125.25,,,,250.5,,125.25,,,,501.0,501.0,,,501.0,501.0,,501.0,501.0,,,,,,
41.15,,411.0,17.869565217391305,137.0,,,,,,,,102.75,,,,411.0,,137.0,,,,411.0,,,,,411.0,,411.0,411.0,411.0,411.0,,,,
63.18,,559.0,19.964285714285715,139.75,,,,,,,,139.75,,,,559.0,,186.33333333333331,,,,,,,,,559.0,,559.0,559.0,559.0,559.0,,,,
53.82,,540.0,19.285714285714285,90.0,540.0,,,,,,,135.0,,,,540.0,,135.0,,,,,,,,180.0,540.0,,540.0,540.0,540.0,540.0,,,,
40.97,,448.0,18.666666666666668,112.0,448.0,,,,,,,112.0,,,,224.0,,112.0,,,,448.0,448.0,,,149.33333333333334,448.0,,448.0,448.0,448.0,448.0,,,,
57.94,,803.0,22.30555555555556,38.23809523809524,803.0,,,,,,,100.375,803.0,,,401.5,,89.22222222222223,,,,401.5,200.75,,,57.35714285714285,803.0,803.0,803.0,401.5,401.5,803.0,,,,
22.11,,393.0,17.08695652173913,49.125,393.0,,,,,,,78.6,,,,196.5,,65.5,,,,393.0,196.5,,,65.5,393.0,,393.0,393.0,393.0,393.0,,,,
42.49,,952.0,17.962264150943398,56.0,952.0,,,,,,,105.77777777777776,952.0,,,238.0,,119.0,,,,952.0,952.0,476.0,952.0,79.33333333333333,952.0,476.0,952.0,317.3333333333333,476.0,952.0,,952.0,,
41.67,,764.0,22.47058823529412,38.2,764.0,,,,,,,95.5,,,,382.0,,127.33333333333331,,,,764.0,764.0,,764.0,109.14285714285714,764.0,,764.0,382.0,382.0,764.0,,,,
42.2,,881.0,17.979591836734695,73.41666666666667,881.0,,,,,,,146.83333333333334,881.0,,,293.6666666666667,,97.88888888888889,,,,,881.0,,,440.5,881.0,,881.0,293.6666666666667,440.5,881.0,,881.0,,
26.05,,666.0,15.857142857142858,83.25,666.0,,,,,,,95.14285714285714,666.0,,,222.0,,66.6,,,,666.0,,,,222.0,666.0,,666.0,222.0,666.0,666.0,,666.0,,
18.18,,906.0,17.423076923076923,75.5,906.0,,,,,,,100.66666666666669,906.0,,,302.0,,82.36363636363636,,,,906.0,,,906.0,453.0,906.0,,906.0,302.0,302.0,906.0,,453.0,,
29.95,,1086.0,17.516129032258064,120.66666666666669,1086.0,,,,,,,108.6,1086.0,,,362.0,,98.72727272727272,,,,1086.0,,,,543.0,1086.0,,1086.0,271.5,543.0,1086.0,,543.0,,
34.71,,1120.0,18.666666666666668,62.22222222222222,1120.0,,,,,,,101.8181818181818,1120.0,,,373.3333333333333,,124.44444444444444,,,,1120.0,1120.0,373.3333333333333,,140.0,1120.0,,1120.0,224.0,560.0,1120.0,,1120.0,,
45.59,,529.0,21.16,105.8,529.0,,,,,,,88.16666666666667,,,,264.5,,105.8,,,,,264.5,529.0,,,529.0,,529.0,529.0,529.0,529.0,529.0,,,
43.06,,605.0,20.86206896551724,121.0,,,,,,,,151.25,605.0,,,302.5,,151.25,,,,605.0,605.0,605.0,,,605.0,,605.0,605.0,605.0,605.0,,,,
17.95,,368.0,16.727272727272727,184.0,,,,,,,,122.66666666666669,,,,368.0,,92.0,,,,368.0,,368.0,,368.0,368.0,,368.0,368.0,368.0,368.0,368.0,,,
26.02,,471.0,15.193548387096774,471.0,471.0,,,,,,,117.75,471.0,,,471.0,,78.5,,,,471.0,471.0,,,94.2,471.0,,471.0,471.0,471.0,,117.75,,,
15.69,,315.0,14.318181818181818,105.0,,,,,,,,78.75,,,,315.0,,78.75,,,,315.0,,315.0,,157.5,315.0,,315.0,315.0,315.0,,,,,
72.38,,837.0,19.46511627906977,167.4,,,,,,,,209.25,,,,837.0,,167.4,,,,837.0,,,,418.5,837.0,,837.0,837.0,837.0,837.0,,,,
16.96,,633.0,15.825,105.5,633.0,,,,,,,90.42857142857144,633.0,,,316.5,,90.42857142857144,,,,633.0,,,316.5,211.0,633.0,633.0,633.0,633.0,633.0,,,,,
18.34,,479.0,16.517241379310345,95.8,,,,,,,,95.8,479.0,,,239.5,,79.83333333333333,,,,,479.0,479.0,,479.0,479.0,,479.0,479.0,479.0,479.0,,,,
26.81,,539.0,16.84375,179.66666666666666,,,,,,,,134.75,539.0,,,269.5,,67.375,,,,,,269.5,,134.75,539.0,,539.0,539.0,539.0,539.0,,,,
34.5,,405.0,16.2,202.5,,,,,,,,101.25,,,,202.5,,101.25,,,,,405.0,,,,405.0,,405.0,405.0,,405.0,,,,
63.89,,1105.0,21.25,110.5,,,,,,,,157.85714285714286,,,,368.3333333333333,,157.85714285714286,,,,1105.0,1105.0,552.5,,368.3333333333333,552.5,,1105.0,552.5,552.5,1105.0,,,,
25.44,,577.0,18.03125,115.4,,,,,,,,144.25,,,,288.5,,96.16666666666669,,,,,577.0,,,577.0,577.0,,577.0,577.0,577.0,577.0,577.0,,,
10.57,,529.0,14.694444444444445,75.57142857142857,,,,,,,,88.16666666666667,529.0,,,176.33333333333334,,66.125,529.0,,,529.0,,105.8,264.5,132.25,529.0,,529.0,529.0,264.5,529.0,,,,
77.08,,702.0,17.55,702.0,,,,,702.0,,,140.4,,,,351.0,,140.4,,,,,702.0,702.0,,234.0,702.0,,702.0,702.0,702.0,702.0,,,,
9.47,,533.0,20.5,76.14285714285714,,,,,,,,88.83333333333333,,,,266.5,,106.6,,,,533.0,,266.5,266.5,,533.0,,533.0,533.0,266.5,533.0,533.0,,,
39.11,,841.0,21.56410256410257,120.14285714285714,,,,,,841.0,,120.14285714285714,841.0,,,420.5,,168.2,,,,,841.0,420.5,420.5,168.2,841.0,,841.0,841.0,420.5,841.0,,,,
39.5,,874.0,23.0,124.85714285714286,,,,,,,,174.8,,,,437.0,,124.85714285714286,,,,874.0,,874.0,437.0,437.0,874.0,,874.0,437.0,437.0,874.0,,,,
13.44,,616.0,19.870967741935484,77.0,,,,,,,,102.66666666666669,616.0,,,308.0,,77.0,,,,,,616.0,616.0,616.0,616.0,,616.0,308.0,308.0,616.0,,,,
55.43,,1215.0,21.31578947368421,303.75,,,,,,1215.0,,135.0,,,,405.0,,121.5,,,,1215.0,,,1215.0,1215.0,1215.0,,1215.0,405.0,607.5,1215.0,,,,
55.53,,935.0,20.32608695652174,935.0,,,,,935.0,,,93.5,467.5,,,311.6666666666667,,71.92307692307692,,,,935.0,,,935.0,467.5,935.0,,935.0,467.5,467.5,935.0,,,,
13.79,,702.0,18.0,117.0,,,,,,,,78.0,702.0,,,234.0,,100.28571428571428,,,,702.0,,351.0,351.0,175.5,702.0,,702.0,702.0,351.0,702.0,702.0,234.0,,
16.11,,1108.0,18.779661016949152,138.5,,,,,,,,110.8,1108.0,,,369.3333333333333,,92.33333333333331,,,,1108.0,,1108.0,,554.0,1108.0,,1108.0,277.0,369.3333333333333,1108.0,,,,
96.31,,972.0,19.058823529411764,,,972.0,,,,486.0,,,,324.0,,243.0,972.0,,,,,,,,972.0,,972.0,,,194.4,,,243.0,972.0,,
27.56,,569.0,23.70833333333333,,,,569.0,,,,,189.66666666666663,,284.5,,569.0,,569.0,,,,,,71.125,,,569.0,,569.0,,569.0,,,63.22222222222222,,
42.22,,321.0,17.833333333333332,107.0,321.0,,,,,,,107.0,,,,321.0,,80.25,,,,,,321.0,,160.5,321.0,,321.0,,,321.0,,,,
66.67,,681.0,18.916666666666668,136.2,,,,,,,,170.25,681.0,,,340.5,,85.125,,,,,681.0,681.0,681.0,227.0,340.5,,681.0,,681.0,681.0,340.5,,,
43.36,,430.0,17.916666666666668,86.0,430.0,,,,,,,143.33333333333334,,,,430.0,,143.33333333333334,,,,,,430.0,,143.33333333333334,430.0,,430.0,,,430.0,,,,
63.73,,474.0,18.23076923076923,237.0,,,,,,,,158.0,,,,474.0,,158.0,,,,,,474.0,474.0,474.0,474.0,,474.0,,,474.0,158.0,,,
48.0,,517.0,17.82758620689655,172.33333333333334,,,,,,,,172.33333333333334,,,,258.5,,172.33333333333334,,,,258.5,,517.0,517.0,172.33333333333334,517.0,,517.0,,517.0,517.0,103.4,,,
40.94,,673.0,19.228571428571428,74.77777777777777,,,,,,,,168.25,,,,336.5,,224.33333333333331,,,,673.0,673.0,673.0,673.0,673.0,673.0,,673.0,,673.0,673.0,,,,
40.63,,584.0,22.46153846153846,53.09090909090909,,,,,,,,194.66666666666663,,,,292.0,,146.0,,,,584.0,,584.0,584.0,83.42857142857143,292.0,,584.0,,584.0,584.0,,,,
48.35,,446.0,19.39130434782609,63.71428571428572,,,,,,,,148.66666666666666,,,,446.0,,148.66666666666666,,,,446.0,446.0,,446.0,63.71428571428572,446.0,,446.0,,,446.0,446.0,,,
31.25,,457.0,19.041666666666668,65.28571428571429,457.0,,,,,,,152.33333333333334,,,,457.0,,91.4,,,,457.0,,457.0,457.0,114.25,457.0,,457.0,,,457.0,152.33333333333334,,,
21.97,,725.0,19.594594594594597,145.0,,,,,,,,145.0,,,,362.5,,120.83333333333331,,,,725.0,,362.5,725.0,241.66666666666663,362.5,,725.0,,725.0,,,,,
31.42,,564.0,20.142857142857142,94.0,,,,,,,,188.0,,,,282.0,,112.8,,,,,,564.0,564.0,282.0,564.0,,564.0,,,564.0,564.0,,,
61.69,,368.0,16.727272727272727,122.66666666666669,,,,,,,,122.66666666666669,,,,368.0,,122.66666666666669,,,,368.0,,,368.0,52.57142857142857,,,368.0,,,368.0,368.0,,,
51.93,,450.0,14.0625,90.0,,,,,,,,150.0,,,,450.0,,112.5,,,,450.0,,450.0,450.0,112.5,450.0,,450.0,,450.0,,450.0,,,
41.26,,590.0,25.65217391304348,49.16666666666666,,,,,,,,147.5,,,,295.0,,118.0,,,,590.0,590.0,590.0,590.0,49.16666666666666,295.0,,590.0,,590.0,590.0,196.66666666666663,,,
6.17,,401.0,16.04,30.846153846153847,200.5,,,,,,,66.83333333333333,200.5,,,401.0,,44.55555555555556,,,,401.0,,401.0,401.0,21.105263157894736,401.0,,401.0,,401.0,,,,,
3.16,,467.0,23.35,46.7,467.0,,,,,,,58.375,233.5,,,233.5,,51.888888888888886,,,,,,233.5,233.5,116.75,467.0,,467.0,155.66666666666666,467.0,467.0,467.0,155.66666666666666,,
14.29,,257.0,17.133333333333333,42.833333333333336,,,,,,,,128.5,,,,257.0,,128.5,,,,128.5,257.0,,,36.71428571428572,257.0,,257.0,,,257.0,128.5,,,
24.75,,425.0,17.0,70.83333333333333,,,,,,,,141.66666666666666,,,,425.0,,106.25,,,,425.0,,425.0,425.0,106.25,425.0,,425.0,,425.0,425.0,425.0,425.0,,
7.14,,311.0,16.36842105263158,155.5,,,,,,,,103.66666666666669,,,,311.0,,107.24137931034484,,,,311.0,,,,77.75,311.0,,311.0,,311.0,,155.5,,,
15.23,,1210.0,22.83018867924528,60.5,403.3333333333333,,,,,,,121.0,605.0,,,403.3333333333333,,80.66666666666667,,605.0,,1210.0,1210.0,605.0,605.0,172.85714285714286,605.0,,1210.0,403.3333333333333,605.0,1210.0,605.0,1210.0,,
25.45,,823.0,24.939393939393938,63.30769230769231,823.0,,,,,,,117.57142857142856,823.0,,,411.5,,82.3,,411.5,,,,411.5,274.3333333333333,164.6,411.5,,823.0,411.5,823.0,823.0,411.5,,,
25.22,,995.0,20.729166666666668,66.33333333333333,,,,,,,,124.375,995.0,,,331.6666666666667,,90.45454545454544,,995.0,,995.0,,331.6666666666667,331.6666666666667,124.375,497.5,,995.0,497.5,497.5,995.0,497.5,995.0,,
7.56,,843.0,22.18421052631579,52.6875,843.0,,,,,,,60.21428571428572,843.0,,,281.0,,56.2,,,,,,140.5,210.75,120.42857142857144,421.5,,843.0,281.0,843.0,843.0,210.75,20.071428571428573,843.0,
6.12,,992.0,20.244897959183675,76.3076923076923,,,,,,,,76.3076923076923,496.0,,,330.6666666666667,,99.2,,,,992.0,,198.4,992.0,198.4,496.0,,992.0,496.0,496.0,992.0,248.0,38.15384615384615,,
25.0,,1555.0,20.460526315789476,77.75,1555.0,,,,,,,97.1875,1555.0,,,388.75,,67.6086956521739,,,,1555.0,,388.75,1555.0,311.0,777.5,,1555.0,388.75,777.5,1555.0,388.75,53.62068965517241,1555.0,
34.3,,354.0,14.16,354.0,,,,,,,,88.5,,,,354.0,,88.5,,,,,354.0,,,354.0,354.0,,354.0,354.0,,354.0,,,,
36.01,,658.0,16.871794871794872,219.33333333333331,329.0,,,,,,,131.6,,,,329.0,,109.66666666666669,,,,658.0,658.0,658.0,,,658.0,,658.0,658.0,658.0,658.0,,,,
43.44,,484.0,15.612903225806452,484.0,484.0,,,,,,,96.8,484.0,,,484.0,,96.8,,,,484.0,484.0,242.0,484.0,242.0,484.0,,484.0,484.0,,,,,,
43.78,,371.0,15.458333333333334,371.0,371.0,,,,,,,92.75,371.0,,,371.0,,92.75,,,371.0,,,,,,371.0,,371.0,371.0,,,,,,
49.82,,1114.0,18.566666666666663,139.25,1114.0,,,,,,,159.14285714285714,1114.0,,,371.3333333333333,,111.4,,,1114.0,1114.0,1114.0,1114.0,,1114.0,557.0,,1114.0,557.0,557.0,1114.0,,,,
44.01,,859.0,19.522727272727277,47.72222222222222,859.0,,,,,,,122.71428571428572,859.0,,,286.3333333333333,,95.44444444444444,,,286.3333333333333,286.3333333333333,429.5,429.5,859.0,31.814814814814813,429.5,,859.0,429.5,429.5,,,,,
39.04,,553.0,14.945945945945946,553.0,553.0,,,,,,,138.25,553.0,,,553.0,,69.125,,,,553.0,,553.0,553.0,553.0,553.0,,553.0,276.5,,,,,,
